"PRO_NUMERO","PRO_NOMBRE","PRO_DOMICI","PRO_LOCALI","PRO_PROVIN","PRO_CODPOS","PRO_TELEFO","PRO_REPRES","PRO_JEFEVE","PRO_CUIT","PRO_CODIVA","PRO_FEULCO","PRO_MONEDA","PRO_ULISTA","PRO_MEMO","PRO_RUBRO","PRO_ZONA","PRO_SALDAC","PRO_CTACTE","PRO_CODGAN","PRO_CPRSUS","PRO_GANAN","PRO_CONVTA","PRO_INGBTO","PRO_INGBRO"
"1331","NATIVA GROUP S.R.L.","ARAOZ 1133","VILLA ADELINA",2,1607,"4765-6270/4708-9506",,,"30-71153230-3",1,28/02/2011,1,,,11,,,"S",1,"N",6,3,2,
"1332","MEXPELL S.A.","CALLE 76(EX-MORRIS)1435","VILLA ZAGALA",2,1652,"4552-1015",,,"30-70813941-2",1,01/10/2010,1,,,11,,,"S",1,"N",6,3,2,
"1333","DIXTER S.A.","VENEZUELA 3557","CAPITAL FEDERAL",1,1211,"4931-7322",,,"30-50434220-0",1,30/09/2010,1,,,11,,,"S",1,"N",10,97,3,
"1334","ZELLNER MAXIMILIANO","JUAN RAMON GIMENEZ 1210","DEL VISO - PILAR",2,1669,"02320-476766",,,"20-28963610-3",8,01/10/2010,1,,,11,,,"S",1,"N",10,97,1,
"1335","KIPPES CONSTRUCCIONES SRL","BELGRANO N*4736","CASEROS",2,1678,"4750-1343",,,"30-71094266-4",1,08/03/2011,1,,,14,,,"S",1,"N",10,3,3,
"1336","DR.PATRICIO O.PILLAROU","SAN LORENZO 2765","SAN ANDRES",2,1651,"4713-7147",,"LAURA","20-11681891-5",1,17/03/2011,1,,,31,,,"S",1,"N",8,97,3,
"1500","LA TOMA (GASTOS VARIOS)",,,0,0,"02655/421977",,,"0",1,30/04/2009,1,,,11,0,"0,00","S",1,"N",1,0,1,
"1550","LOG.INT.ZONA FRANCA S.A.","COLOMBIA E HIP.IRIGOYEN","ENSENADA",2,1925,,,,"30-70873598-8",1,14/09/2010,1,,,11,,,"S",1,"N",1,3,1,
"1560","ARGENTINA ZONA FRANCA SA","ALSINA ADOLFO 495 PISO 13","CAPITAL FEDERAL",1,1087,"0221-468-0099","153-117-3183","SERGIO","30-69349353-2",1,01/04/2011,1,,,11,,,"S",1,"N",4,3,3,
"1600","TALWAR (DEPOSITO PACHECO)","SAAVEDRA 2750","TALAR DE PACHECO",2,1618,,,,"0",,,,,,54,,,"S",1,"N",,,1,
"2000","DEPOSITO TRANSPORTES SUR",,"AVELLANEDA",2,1872,"4205-8443/8441",,,,,,,,,11,,,"S",1,"N",,,1,
"2500","PLANTA 1","PTE. ILLIA 1715","BELLA VISTA",2,1661,"4-668-2841",,,"0",,,1,,,11,,,"S",1,"N",0,0,1,
"3000","PROVEEDORES*COMPRA UNICA*",,,0,0,,,,"0",0,,0,,,11,0,"0,00","N",1,"N",0,0,1,
"3001","INGENIERIA AMBIENTAL","AV.ROQUE S.PEÑA 547  ""5""","CAPITAL FEDERAL",1,1035,"15-5248-1073","ING.HECTOR O.SANSOGNI",,"20-08383897-4",1,01/04/2011,1,,,11,0,"0,00","S",1,"N",10,3,3,
"3002","GUIA DE LA INDUSTRIA S.A.","RIVADAVIA 819","CAPITAL FEDERAL",1,1002,"5222-8000",,,"30-55823427-6",1,20/01/2011,1,,,11,0,"0,00","S",1,"N",10,97,3,
"3003","MANCUSO HNOS. SRL","AV.CASTAÑARES 5688","CAPITAL FEDERAL",1,1439,"4601-3428/4602-5316",,,"30-50480537-5",1,17/07/2009,1,,,11,,,"S",1,"N",10,95,3,
"3004","TYRRELL S.R.L.","VILLARINO 2498","CAPITAL FEDERAL",1,1273,"4126-2950",,,"33-70945365-9",1,08/02/2007,1,,,11,0,"0,00","S",1,"N",10,97,1,
"3005","FERRETERIA BC","CDORO.RIVADAVIA 1065","LOS POLVORINES",2,1613,"4663-1910","A.R.BARRIONUEVO",,"20-04403336-5",1,31/03/2008,1,,,11,0,"0,00","S",1,"N",6,97,1,
"3006","SENDECO S.A.","AV.JUAN B.JUSTO 9658 1*P","CAPITAL FEDERAL",1,1408,"4644-3600",,,"30-68368414-3",1,12/11/2009,1,,,11,0,"0,00","S",1,"N",6,18,1,
"3007","ESTUDIO TECNICO CPA","CALLE 46 3709 2""C""","SAN MARTIN",2,1650,"4713-4539 / 4753-3955","CELESTINO P.PEREYRA Y ASO",,"20-14204901-6",8,,1,,,11,0,"0,00","S",1,"N",10,97,1,
"3008","CLAUDIO FABIAN BAREA","AV. MARQUEZ 841","LOMA HERMOSA",2,1657,"4769-1500","CLAUDIO FABIAN BAREA",,"20-27135429-1",1,30/04/2007,1,,,11,0,"0,00","S",1,"N",10,95,1,
"3009","IMEDT S.R.L.","CAMINO DE CINTURA 7523","ESTEBAN ECHEVERRIA",2,1839,"4693-1575/1612",,,"33-60962287-9",1,03/08/2007,1,,,11,0,"0,00","S",1,"N",6,3,1,
"3010","SAGITARIO PUBLICIDAD SRL","NEUQUEN 3390 8*""D""","SAENZ PEÑA",2,0,"4712-9351",,,"30-70748822-7",1,20/12/2007,1,,,20,0,"0,00","S",1,"N",10,3,3,
"3011","E.C.A. COMAC s.a.","AV.CROVARA 1074 PISO 1*D","VILLA INSUPERABLE",2,1751,"4453-0338/1718",,,"30-61720077-1",1,07/02/2008,1,,,11,0,"0,00","S",1,"N",10,3,1,
"3012","ADRIANA MIRYAM DAU","MONTIEL 5457 PB.3","CAPITAL FEDERAL",1,1439,"4605-4039/155-942-9900","FERNANDO",,"27-13946316-7",1,28/03/2011,1,,,11,0,"0,00","S",1,"N",10,3,3,
"3013","SHIPPING SERVICES ARG.SA","AV.LEANDRO N. ALEM 986","CAPITAL FEDERAL",1,1001,"4315-1444",,,"33-68245263-9",1,01/09/2010,,,,21,,,"N",1,"N",,97,1,
"3014","SENASA","AV.PASEO COLON 367","CAPITAL FEDERAL",1,1000,,,,"30-68838454-7",4,30/06/2010,1,,,11,,,"N",4,"N",12,97,1,
"3015","GLOBAL SECURITY S.R.L.","AV.FLEMING 2800 PISO 1*","MARTINEZ",2,1640,"1532121589/1553088303","JONATHAN ZARATE",,"33-68641306-9",1,01/05/2009,1,,,21,,,"S",1,"N",10,3,3,
"3016","SEGURIDAD EN CALZADO SRL","ALMIRANTE BROWN 3930","BUENOS AIRES",2,1653,"4767-2514","RAUL MARCHESE",,"30-71020174-5",1,26/06/2009,1,,,11,,,"S",1,"N",6,3,2,
"3017","MALDONADO OFFICE","PEDERNERA 1453","VILLA ADELINA",2,1607,"4-735-6841/6887","JUAN MANUEL RODRIGUEZ",,"20-23859599-2",1,,1,,,11,,,"S",1,"N",6,97,2,
"3018","SPIRAX SARCO S.A.","COLECTORA ESTE 24951","DON TORCUATO",2,,"4741-7711/6100",,,"30-50432897-6",1,05/12/2008,1,,,11,,,"S",1,"N",10,3,3,
"3019","TRIECSA S.R.L.","LIBERTAD 6953","VILLA BALLESTER",2,1653,"4720-2670/5841/0155",,,"30-71031039-0",1,02/03/2011,1,,,11,,,"S",1,"N",6,3,2,
"3020","SDV ARGENTINA S.A.","25 DE MAYO 555 - 11*","CAPITAL FEDERAL",1,1002,"4312-5565",,,"30-70761465-6",1,25/03/2010,1,,,21,,,"S",1,"N",12,18,1,
"3021","PANA FIUL SRL","HONORIO PUEYRREDON 853 8C","CAPITAL FEDERAL",1,1405,"4753-9937","GABRIEL",,"30-70735237-6",1,01/04/2009,1,,,11,,,"S",1,"N",6,3,2,
"3022","ZENTRUM PREST.MEDICAS SA","TUCUMAN 2301/15","SAN MARTIN",2,1650,"4755-0071",,,"30-71013005-8",1,28/02/2008,1,,,11,,,"S",1,"N",10,3,3,
"3023","MER-QUI SERVICIOS S.R.L.","MOZART 253","HURLINGHAM",2,1686,"15-5451-8300  167*11318",,,"33-70906260-9",1,17/03/2008,1,,,11,,,"S",1,"N",10,3,3,
"3024","CANOPOL  S.R.L.","BRANDSEN 2479","JOSE INGENIEROS",2,1703,"4757-6004","GUILLERMO",,"30-57035204-7",1,01/04/2011,1,,,11,,,"S",1,"N",6,95,2,
"3025","LOCANE Y PATALANO S.A.","LUIS SPEGAZINI 3464","REMEDIOS DE ESCALADA",2,1826,"4276-0135",,,"30-61862685-3",1,20/08/2010,1,,,11,,,"S",1,"N",6,3,2,
"3026","EMPACK INC SRL","ESPAÑA 744","FLORIDA",2,1602,"4512-5280 / 4756-0031","OSCAR RIAL",,"30-69940853-7",1,24/09/2008,1,,,11,,,"S",1,"N",6,3,2,
"3027","ALTPROS S.A.","TALCAHUANO 1067","FLORIDA",2,1602,"4754-4381",,,"30-69476637-0",1,29/10/2009,1,,,11,,,"S",1,"N",6,95,2,
"3028","MAQUINARIAS INDEPENDENCIA","INDEPENDENCIA 3187","CAPITAL FEDERAL",1,1225,"4931-6636/8826","4957-1656",,"30-69023246-0",1,20/11/2008,1,,,16,,,"S",1,"N",6,3,2,
"3029","TER - ADIAB S.R.L.","MONTEVIDEO 681 -5*1","CAPITAL FEDERAL",1,1019,"4581-3489","SRA. FANI",,"30-70950776-8",1,23/02/2011,1,,,11,,,"S",1,"N",10,3,2,
"3030","FELIX DONATTE","MATIN FIERRO 1548","VILLA BALLESTER",2,1653,"15-6-413-3179","FELIX DONATTE",,,1,21/07/2008,1,,,11,,,"S",1,"N",10,3,1,
"3031","ALTER","MANUEL GARCIA 6115","CARAPACHAY",2,1606,"4765-0205/4763-9278",,"ROBERTO SIVIERI","20-92722738-0",1,01/07/2009,1,,,11,,,"S",1,"N",6,3,2,
"3032","RIZZO GAS SRL.","MARTIN LEGUIZAMON 1085","CAPITAL FEDERAL",1,1408,"4652-7768 / 1549970122",,,"30-67824094-6",1,14/11/2008,1,,,11,,,"S",1,"N",10,3,3,
"3033","INTERCRON S.R.L.","VALDENEGRO 3201","CAPITAL FEDERAL",1,1431,"4545-5400","SR. TARZIA",,"30-68264910-7",1,31/07/2008,1,,,11,,,"S",1,"N",6,3,2,
"3034","LONERA FERMIN","RUTA 8 NRO. 6915","LOMA HERMOSA",2,1657,"4739-7887","MARIA ESTHER RODRIGUEZ",,"27-05992681-6",8,01/06/2008,1,,,11,,,"S",1,"N",12,3,1,
"3035","ARUBRAS S.A.","AV.BELGRANO 1683 9C","CAPITAL FEDERAL",1,1093,"5218-1300 / 4383-6774","DANIEL GROSS",,"30-63246490-4",1,19/10/2009,1,,,11,,,"S",1,"N",6,3,2,
"3036","GIGA-SAT S.A.","25 DE MAYO 583 10*""12""","CAPITAL FEDERAL",1,1002,"4713-3456",,,"30-71029653-3",1,01/01/2011,1,,,11,,,"S",1,"N",10,3,3,
"3037","GUZETTI RUBEN DARIO","PAUNERO 557","VILLA MADERO",1,1768,"4442-4752","NICOLAS",,"20-08007781-6",1,16/07/2008,1,,,11,,,"S",1,"N",6,3,2,
"3038","D.O.C. ACEROS S.R.L.","NOGOYA 4962","CAPITAL FEDERAL",1,1417,"4567-9888",,,"30-70856846-1",1,01/09/2010,1,,,11,,,"S",1,"N",6,3,2,
"3039","GRAND PRIX OSCAR CACERES","AV.9 DE JULIO 4592/4599","VILLA BALLESTER",2,1653,"4768-3492",,,"20-18514894-8",1,04/04/2011,1,,,23,,,"S",1,"N",6,3,2,
"3040","ESTUDIO MANISSERO","PROF.RICARDO D'AGNILLO 96","VILLA MERCEDES",6,5730,"(02657)422175","RAUL MANISSERO",,"20-10397660-0",1,28/12/2010,1,,,31,,,"S",1,"N",8,3,3,
"3041","ITE de Wagner J. Alberto","CALLE 210(EX-GASCON)1229","JOSE L. SUAREZ",2,1655,"4720-6323/3787","JUAN GIL",,"20-14668484-0",1,07/04/2011,1,,,11,,,"S",1,"N",10,3,3,
"3042","DI PASQUO S.A.","DOBLAS 1861/65","CAPITAL FEDERAL",1,1424,"4921-4233/FAX:4921-7805","CARLOS VALLER",,"30-50106185-5",1,27/08/2008,1,,,11,,,"S",1,"N",10,3,3,
"3043","MARTEC - MARTIN J.ALBERTO","VALLEJOS 2355","CAPITAL FEDERAL",1,1419,"4573-3589",,,"20-16825051-8",1,15/08/2008,1,,,11,,,"S",1,"N",10,3,3,
"3044","BELLI Y CIA S.A.","DIAGONAL 79 NRO. 943","SAN MARTIN",2,1650,"4753-1909",,,"30-51581734-0",1,02/09/2008,1,,,11,,,"S",1,"N",6,3,2,
"3045","PROVIGOM","RIVADAVIA 3793","SAN MARTIN",2,1650,"4755-8188",,,"30-70703540-0",1,13/11/2010,1,,,11,,,"S",1,"N",6,96,2,
"3046","ATECSA DE WIDMANN ANA","DR.JONAS SALK 2358","PABLO PODESTA",2,1657,"4716-4967",,,"27-11221071-2",1,01/09/2008,1,,,11,,,"S",1,"N",10,95,3,
"3047","AUTORIDAD REGUL.NUCLEAR","AV.DEL LIBERTADOR 8250","CAPITAL FEDERAL",1,1429,"6323-1741/40",,,"30-68009021-8",4,16/09/2010,1,,,11,,,"S",4,"N",12,97,1,
"3048","ACUSTEC S.A.","MERCEDES 1472","CAPITAL FEDERAL",1,1407,"4443-5552",,,"30-71057217-4",1,02/10/2008,1,,,11,,,"S",1,"N",10,3,3,
"3049","PRONTO CARTUCHOS","ARISTOBULO DEL VALLE 1489","VICENTE LOPEZ",2,1638,"4791-2095","GUSTAVO G. GAMALLO",,"20-18315254-9",1,24/09/2009,1,,,11,,,"S",1,"N",6,97,2,
"3050","EUROMAQ DE OVEJERO","RIO NEGRO 372","BELLA VISTA",2,1661,"4663-1910","ARISTOBULO",,"23-16722971-9",1,29/10/2008,1,,,11,,,"S",1,"N",6,3,2,
"3051","SELLTEX DE SELDES ROBERTO","CASTILLO 466","CAPITAL FEDERAL",1,1414,"4773-0656/4772-7888","ROBERTO EDUARDO SELDES",,"23-07606856-9",1,04/05/2009,1,,,11,,,"S",1,"N",6,3,2,
"3052","EX DROG.MAPAL (NO USAR)",,,0,0,,,,"27-23601242-0",0,,1,,,11,,,"N",1,"N",1,0,1,
"3053","RODAMIENTOS ELI-ROD","JUAN MANUEL DE ROSAS 302","MORON",2,1708,"4629-4300",,,"20-12349794-6",1,10/06/2010,1,,,11,,,"S",1,"N",6,97,2,
"3054","INDECAR S.A.","AV.VERNET 62 PB.1.","CAPITAL FEDERAL",1,1424,"4922-2164","ANDREA",,"30-57390794-5",1,22/10/2008,1,,,11,,,"S",1,"N",6,3,2,
"3055","BAMBINO DE CLAUDIO CAMPOS","ALEJANDRO CERVANTES 3670","CAPITAL FEDERAL",1,1407,"4568-9079",,,"20-20003386-9",1,22/10/2010,1,,,11,,,"S",1,"N",10,3,3,
"3056","LY JAE HI","CAÑADA DE GOMEZ 2148","CAPITAL FEDERAL",1,1440,,,,"27-92809569-5",1,07/01/2009,1,,,11,,,"S",1,"N",1,97,1,
"3057","OSCAR PUNTI","RIOBAMBA NRO. 3128","SAN ANDRES",2,1651,"4455-6274/4465-1971",,,"20-08254086-6",1,17/11/2009,1,,,11,,,"S",1,"N",6,3,3,
"3058","TELAS CARPENTER S.A.","LEON XIII 1631","FLORENCIO VARELA",2,1888,"4275-1429",,,"30-71058736-8",1,19/01/2009,1,,,11,,,"S",1,"N",6,3,2,
"3059","CABLEVISION S.A.","HORNOS 690","CAPITAL FEDERAL",1,1272,"0810-888-22253",,,"30-57365208-4",1,08/04/2011,1,,,11,,,"S",1,"N",10,97,3,
"3060","CORAL DE RIZZO MARIA","RUTA 8 KM 18.500","SAN MARTIN",2,1653,"4769-9712","JUAN PABLO LANCIANI",,"27-11066044-3",1,05/08/2009,1,,,11,,,"S",1,"N",10,3,3,
"3061","TAMBORES DEL COMAHUE S.A.","USPALLATA 2559","CAPITAL FEDERAL",1,1049,"4325-2544","ANA MARIA",,"30-56968828-7",1,01/06/2009,1,,,11,,,"S",1,"N",6,3,2,
"3062","MOTORES BELLUCCI","AV. SAN ISIDRO 4176","CAPITAL FEDERAL",1,1429,"4702-7141","RAFAEL BELLUCCI",,"20-11955765-9",1,24/04/2009,1,,,11,,,"S",1,"N",6,3,2,
"3063","IVECAM S.A.","RUTA PANAMERICANA KM 53","ESCOBAR",2,1625,"03488-493353 / 4040-0169","JORGE VILLA/LILIANA","4724-5400","30-56227129-1",1,17/12/2010,1,,,15,,,"S",1,"N",6,3,2,
"3064","ELECTRONICA ELEMON S.A.","FRANKLIN D.ROOSEVELT 5415","CAPITAL FEDERAL",1,1431,"4523-5555",,,"30-55993223-6",1,30/04/2009,1,,,11,,,"S",1,"N",6,97,2,
"3065","ANDRES MORETTI E HIJOS SA","CARLOS CALVO 2717","CAPITAL FEDERAL",1,1230,"4308-1365",,,"30-61577338-3",1,01/02/2011,1,,,11,,,"S",1,"N",6,3,2,
"3066","D.WEINSTOCK S.R.L.","AV. DIAZ VELEZ 3939","CAPITAL FEDERAL",1,1200,"4983-8223/8323",,,"30-52821448-3",1,06/05/2009,1,,,11,,,"S",1,"N",6,3,2,
"3067","FUMIGADORA LAS LOMAS","RUTA 8 KM 27 NRO.1075","BELLA VISTA",2,1661,"4666-1562","JORGE HORACIO RUSSO",,"20-12506069-3",8,19/05/2009,1,,,11,,,"S",1,"N",1,3,1,
"3068","REFIL S.A.","AZARA 1293","CAPITAL FEDERAL",1,1000,"4301-1153","MANUEL",,"30-60830618-4",1,27/05/2009,2,,,11,,,"S",1,"N",6,3,2,
"3069","DIAMORE S.A.","AV.COBO 1518","CAPITAL FEDERAL",1,1406,"4921-3049",,,"30-68769569-7",1,27/11/2009,1,,,11,,,"S",1,"N",6,3,2,
"3070","AMICHEM SRL","GARAY 3660","ROSARIO",8,2003,"54 341 4342196",,,"30-70865314-0",1,04/09/2009,1,,,11,,,"S",1,"N",6,3,2,
"3071","PROARTEC SH","PERDRIEL 2223","SAN MARTIN",2,1650,"4713-1230 / 4713-0887","PABLO LAFONT",,"30-70988113-9",1,01/02/2011,1,,,11,,,"S",1,"N",6,3,1,
"3072","VULCAMOIA S.A.","AMANCIO ALCORTA 2347","CAPITAL FEDERAL",1,1283,"4942-7200",,,"30-59513490-7",1,17/07/2009,1,,,11,,,"S",1,"N",6,3,2,
"3073","SERVICIO CALDERAS LEANDRO",,,,,,,,,,30/11/2009,,,,11,,,"S",1,"N",,3,1,
"3074","INDUS.TECNO METALURG.S.A.","AV.B.RIVADAVIA 1474","LANUS",2,1824,"4208-6262","JOSE KREDCZA",,"30-50506589-8",1,23/07/2009,1,,,11,,,"S",1,"N",10,3,3,
"3075","BASER-TEL S.A.","CALLE 97 NRO.1030","SAN MARTIN",2,1650,"4573-2999",,,"30-59197768-3",1,10/06/2010,1,,,11,,,"S",1,"N",6,3,2,
"3076","TALLER DE ENGANCHES","AV.PTE. ILLIA 1775","BELLA VISTA",2,1661,"4666-2634",,,"27-05633533-7",8,21/07/2010,1,,,11,,,"S",4,"N",12,97,1,
"3077","METRIC S.A.","AV.UZAL 3798","OLIVOS",2,1636,"4799-5360","JUAN CARLOS LASARTE",,"30-64287960-6",1,26/08/2010,1,,,11,,,"S",1,"N",6,3,2,
"3078","VAPORTEC DE ALVAREZ","PROF.MANUEL GARCIA 5357","MUNRO",2,1605,"4766-4442",,,"20-08632597-8",1,01/12/2009,1,,,11,,,"S",1,"N",6,3,1,
"3079","MAAXGOM DE JOSE NONINO","WARNES 684/686","CAPITAL FEDERAL",1,1414,"4857-0924",,,"20-18404230-5",1,01/12/2009,1,,,11,,,"S",1,"N",6,97,2,
"3080","AUTOS.MAYOR.DIARCO S.A.","AV.RICARDO BALBIN 2886","SAN MARTIN",2,1650,"4724-0700","SR. JAVIER",,"30-60737179-9",1,10/12/2010,1,,,11,,,"S",1,"N",6,3,1,
"3081","AMERICAN EXPRESS ARG.S.A.","ARENALES 707","CAPITAL FEDERAL",1,1061,"0-810-888-2677",,,"30-57481687-0",1,08/06/2010,1,,,11,,,"S",4,"N",12,97,1,
"3082","OMAR ERNESTO CABRERA","SAN MAURO 3233","QUILMES OESTE",2,1879,,,,"20-16495760-9",8,22/06/2010,1,,,31,,,"S",4,"N",12,3,3,
"3083","SYNTESYS DE IANINA ZUBIN","ZUFRIATEGUI 1785 1*""B""","FLORIDA",2,1602,"4718-1446",,,"23-18350721-4",1,07/04/2011,1,,,31,,,"S",1,"N",8,3,3,
"3084","JORGE MELLI",,,,,,,,,,,,,,11,,,"S",1,"N",,97,1,
"3085","TECNO SAN MARTIN S.R.L.","CALLE 79(25 DE MAYO)1638","SAN MARTIN",2,1650,"4753-9366",,,"30-52204399-7",1,02/03/2010,1,,,11,,,"S",1,"N",6,3,2,
"3086","ALEJANDRO MENEGHETTI","AMBROSONI 958","VICTORIA",2,,"155-656-1898",,,,1,15/01/2010,1,,,11,,,"S",1,"N",10,3,1,
"3087","CHEM GROSS S.A.","AV. GAONA 2483","CAPITAL FEDERAL",1,1416,"4582-8842",,,"30-67612758-1",1,14/03/2011,1,,,11,,,"S",1,"N",10,3,3,
"3088","VETEK S.A.","AV.LIBERTADOR 5480 P.11","CAPITAL FEDERAL",1,1426,"4788-0277","GONZALO FERNANDEZ",,"30-62621683-4",1,02/02/2010,2,,,11,,,"S",1,"N",6,3,2,
"3089","PEWO S.A.","SUVIRIA 5641","VILLA LUGANO",1,1053,"4601-6999/0200",,,"30-70881804-2",1,19/03/2010,1,,,11,,,"S",1,"N",6,3,2,
"3090","GABRIEL SOSA",,,,,"15-5-731-5592",,,,,12/04/2010,,,,11,,,"S",1,"N",,3,1,
"3091","FRANCISCO JOSE TOMASINI","DIAGONAL 31 NRO.2810","VILLA ZAGALA",2,1651,"4755-2368",,,"20-08462901-5",1,24/02/2010,1,,,11,,,"S",1,"N",6,3,2,
"3092","MAPAL DE PAOLA OSSANDON","AV.SAN MARTIN NRO.710","SAN MARTIN",2,1650,"4755-9049/4754-3104",,"PAOLA OSSANDON","27-23601242-0",1,16/03/2010,1,,,11,,,"S",1,"N",6,3,2,
"3093","SUEIRO E HIJOS S.A.","BOLAÑOS 43","CAPITAL FEDERAL",1,1407,"4671-3312",,,"30-71085514-1",1,22/10/2010,1,,,11,,,"S",1,"N",6,3,2,
"3094","FK AISLACIONES TERM. SRL","TUCUMAN 1424 - DPTO.""D""","CAPITAL FEDERAL",1,1050,"4246-1306","FRANCISCO KONOVAL",,"30-71078255-1",1,,1,,,11,,,"S",1,"N",6,3,3,
"3095","AUTOELEVADORES PILAR","LAVALLE 1264","LUJAN",2,,"02322-434104","RICARDO D. ZOLEGIO","MATIAS (HIJO)","30-70926190-4",1,11/05/2010,1,,,16,,,"S",1,"N",6,3,2,
"3096","DORREGO WILSON CHELONI N.","PTE. PERON 2530","VICTORIA",2,1644,"4725-0448/5593","WILSON DORREGO","KARINA 154-439-3605","20-92824079-8",1,27/09/2010,1,,,11,,,"S",1,"N",10,3,3,
"3097","ACEROTECNICA TEXTIL SRL","LUIS VIALE 2462","CAPITAL FEDERAL",1,1416,"4581-7772",,,"30-56459887-5",1,30/03/2010,1,,,11,,,"S",1,"N",6,3,2,
"3098","ROLATEX DE ALFONSO ROLACK","CALLE 41 NRO.4355","VILLA BALLESTER",2,1653,"4767-0661",,,"20-93300515-2",1,03/02/2011,1,,,11,,,"S",1,"N",10,3,3,
"3099","TNT ARGENTINA S.A.","OSVALDO CRUZ 3201","CAPITAL FEDERAL",1,1293,"4309-0800/1",,,"33-68902658-9",1,20/08/2010,1,,,11,,,"S",1,"N",12,97,1,
"3100","LA LOMA HERMOSA","SAN SALVADOR 10256","LOMA HERMOSA",2,1657,"4769-2278","MIGUEL ANGEL ARTACHO",,"20-08262093-2",1,29/03/2011,1,,,11,,,"S",1,"N",10,97,3,
"3101","ZONA FRANCA LA PLATA S.A.","PTE.J.D.PERON E HIP.YRIG.","ENSENADA",2,1925,"0221-468-0000",,,"30-68462178-1",1,01/02/2011,1,,,11,,,"S",1,"N",10,3,3,
"3102","TEXARDI SRL","CARLOS F. MELO 4040","VILLA MARTELLI",2,1603,"4115-5575/76",,,"30-71075074-9",1,06/05/2010,1,,,11,,,"S",1,"N",6,3,2,
"3103","LIBERTY SEGUROS ARGENTINA","BALCARCE 358","CAPITAL FEDERAL",1,1064,"4346-0400",,,"30-70496198-3",1,01/05/2010,2,,,32,,,"S",4,"N",12,97,1,
"3104","GABRIEL HECTOR AGUIRRE","FELIX IGLESIAS 553","JOSE C. PAZ",2,1665,"02320-424396/15-5303-2162",,,"20-17609706-0",8,03/03/2011,1,,,11,,,"S",4,"N",12,97,3,
"3105","SIPEA AMERICANA S.R.L.","MENDEZ DE ANDES 544","CAPITAL FEDERAL",1,1405,"4903-9122",,,"33-70992055-9",1,21/05/2010,1,,,11,,,"S",1,"N",6,3,2,
"3106","ISOTO INSTRUMENTOS","AV.CORDOBA 3280","CAPITAL FEDERAL",1,1187,,"CESAR M. CICHERO",,"20-20213644-4",1,01/02/2010,1,,,11,,,"S",1,"N",10,3,1,
"3107","AUTOPISTAS URBANAS S.A.","PIEDRAS 1260 1*A","CAPITAL FEDERAL",1,1140,,,,"30-57487647-4",1,22/03/2011,1,,,11,,,"N",4,"N",12,97,1,
"3108","GRUPO CONCES.DEL OESTE SA","AUTOPI.DEL OESTE KM 25.9","ITUZAINGO",2,1715,"4489-8261",,,"30-66349851-3",1,15/03/2011,1,,,11,,,"N",4,"N",12,97,1,
"3109","AUTOPISTAS DEL SOL S.A.","PANAMERICANA 2451","BOULOGNE",2,1609,"5789-8700",,,"30-67723711-9",1,20/03/2011,1,,,11,,,"N",4,"N",12,97,1,
"3110","CHRISTIAN MALDONADO",,,,,"15-6-168-5829",,,,1,29/03/2011,1,,,11,,,"S",4,"N",12,3,1,
"3111","SPECIAL LUBRICANTS","INCLAN 2441","SAN JUSTO",2,1754,"4139-5729","GUSTAVO LUIS CUTRARO",,"20-17801763-3",1,20/10/2010,1,,,11,,,"S",1,"N",6,3,2,
"3112","GABENPLAST","MALABIA 5108","ISIDRO CASANOVA",2,1765,"4625-6939","BENITEZ GABRIEL SEBASTIAN",,"20-22827591-4",1,15/06/2010,1,,,11,,,"S",1,"N",6,3,2,
"3113","LR Y ASOCIADOS SRL","FEDERICO LACROZE 2873 1*G","CAPITAL FEDERAL",1,1426,"4551-5780",,,"30-69056804-3",1,26/07/2010,1,,,11,,,"S",1,"N",6,3,2,
"3114","AQUATHERM S.A.","VICTOR HUGO 1240","CAPITAL FEDERAL",1,1407,"4567-9506",,,"33-59961749-9",1,30/11/2010,1,,,11,,,"S",1,"N",6,3,2,
"3115","EXXICOM S.A.","GAONA 2612 OFICINA ""F""","RAMOS MEJIA",2,1704,,,,"30-70856662-0",1,21/10/2010,1,,,11,,,"S",1,"N",6,3,3,
"3116","AFIANZ.LAT.CIA.SEGUROS SA","25 DE MAYO 81 PISO 4*","CAPITAL FEDERAL",1,1002,"4331-2320",,,"30-70918794-1",1,01/12/2010,2,,,32,,,"S",1,"N",10,97,1,
"3117","ERHSA","GIRARDOT 1368","CAPITAL FEDERAL",1,1427,"4554-3232/4552-3611",,,"30-50624254-8",1,03/08/2010,1,,,11,,,"S",1,"N",6,3,2,
"3118","PEDRO JOSE CORDOBA","25 DE MAYO 643 PISO 2 ""I""","VICENTE LOPEZ",2,1638,"4795-9693/15-4-185-0219",,,"20-08341027-3",8,,1,,,11,,,"S",4,"N",12,3,3,
"3119","AUMECON S.A.","ACASSUSO 4768","MUNRO",2,1605,"4756-1251",,,"30-70986084-0",1,19/01/2011,2,,,11,,,"S",1,"N",6,97,2,
"3120","FULGURAT S.R.L.","BILLINGHURST 1685 3*""B""","CAPITAL FEDERAL",1,1425,"15-5022-0051","LORENZO",,"30-70214619-0",1,06/11/2010,1,,,11,,,"S",1,"N",6,3,2,
"3121","UNIKELL ARGENTINA S.A.","MARCOS SASTRE 745","EL TALAR DE PACHECO",2,1618,"4726-9100",,,"30-70896024-8",1,20/01/2011,1,,,11,,,"S",1,"N",6,3,2,
